filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./codeSpace/fixed1\CWE-020-codeql_2.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",16,4,23,[16],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/fixed1\CWE-020-codeql_3.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",34,4,23,[34],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/fixed1\CWE-020-codeql_4.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",32,4,23,[32],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/fixed1\CWE-022-author_2.py,blacklist,B310,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/22.html,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,17,15,35,[17],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b310-urllib-urlopen
./codeSpace/fixed1\CWE-078-author_1.py,blacklist,B404,LOW,HIGH,https://cwe.mitre.org/data/definitions/78.html,Consider possible security implications associated with the subprocess module.,1,0,17,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b404-import-subprocess
./codeSpace/fixed1\CWE-078-author_1.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,https://cwe.mitre.org/data/definitions/78.html,subprocess call - check for execution of untrusted input.,13,12,52,[13],https://bandit.readthedocs.io/en/1.7.8/plugins/b603_subprocess_without_shell_equals_true.html
./codeSpace/fixed1\CWE-078-codeql_1.py,blacklist,B404,LOW,HIGH,https://cwe.mitre.org/data/definitions/78.html,Consider possible security implications associated with the subprocess module.,2,0,17,[2],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b404-import-subprocess
./codeSpace/fixed1\CWE-078-codeql_1.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,https://cwe.mitre.org/data/definitions/78.html,subprocess call - check for execution of untrusted input.,16,21,96,[16],https://bandit.readthedocs.io/en/1.7.8/plugins/b603_subprocess_without_shell_equals_true.html
./codeSpace/fixed1\CWE-078-codeql_1.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",27,4,23,[27],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/fixed1\CWE-611-codeql_1.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",24,4,23,[24],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/fixed1\CWE-643-sonar_1.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",35,4,23,[35],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/fixed1\CWE-730-codeql_2.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",33,4,23,[33],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/fixed1\CWE-798-codeql_1.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '',13,62,64,[13],https://bandit.readthedocs.io/en/1.7.8/plugins/b105_hardcoded_password_string.html
