filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./codeSpace/patched\CWE-020-author_1.py,yaml_load,B506,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,9,15,54,[9],https://bandit.readthedocs.io/en/1.7.8/plugins/b506_yaml_load.html
./codeSpace/patched\CWE-020-author_2.py,blacklist,B405,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",1,0,34,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b405-import-xml-etree
./codeSpace/patched\CWE-020-author_2.py,blacklist,B314,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using xml.etree.ElementTree.fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.fromstring with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,8,26,51,[8],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-elementtree
./codeSpace/patched\CWE-020-codeql_2.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with pickle module.,2,0,13,[2],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b403-import-pickle
./codeSpace/patched\CWE-020-codeql_2.py,blacklist,B301,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/502.html,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",13,19,45,[13],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b301-pickle
./codeSpace/patched\CWE-022-author_2.py,blacklist,B310,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/22.html,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,10,15,35,[10],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b310-urllib-urlopen
./codeSpace/patched\CWE-022-codeql_2.py,tarfile_unsafe_members,B202,HIGH,HIGH,https://cwe.mitre.org/data/definitions/22.html,tarfile.extractall used without any validation. Please check and discard dangerous members.,10,8,31,[10],https://bandit.readthedocs.io/en/1.7.8/plugins/b202_tarfile_unsafe_members.html
./codeSpace/patched\CWE-022-codeql_2.py,hardcoded_tmp_directory,B108,MEDIUM,MEDIUM,https://cwe.mitre.org/data/definitions/377.html,Probable insecure usage of temp file/directory.,10,23,30,[10],https://bandit.readthedocs.io/en/1.7.8/plugins/b108_hardcoded_tmp_directory.html
./codeSpace/patched\CWE-078-author_1.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,https://cwe.mitre.org/data/definitions/78.html,"subprocess call with shell=True identified, security issue.",13,8,43,[13],https://bandit.readthedocs.io/en/1.7.8/plugins/b602_subprocess_popen_with_shell_equals_true.html
./codeSpace/patched\CWE-078-codeql_1.py,start_process_with_a_shell,B605,HIGH,HIGH,https://cwe.mitre.org/data/definitions/78.html,"Starting a process with a shell, possible injection detected, security issue.",14,4,22,[14],https://bandit.readthedocs.io/en/1.7.8/plugins/b605_start_process_with_a_shell.html
./codeSpace/patched\CWE-079-codeql_1.py,jinja2_autoescape_false,B701,HIGH,HIGH,https://cwe.mitre.org/data/definitions/94.html,"By default, jinja2 sets autoescape to False. Consider using autoescape=True or use the select_autoescape function to mitigate XSS vulnerabilities.",9,10,51,[9],https://bandit.readthedocs.io/en/1.7.8/plugins/b701_jinja2_autoescape_false.html
./codeSpace/patched\CWE-089-author_1.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'your_password',7,11,94,[7],https://bandit.readthedocs.io/en/1.7.8/plugins/b106_hardcoded_password_funcarg.html
./codeSpace/patched\CWE-094-author_1.py,exec_used,B102,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/78.html,Use of exec detected.,18,4,23,[18],https://bandit.readthedocs.io/en/1.7.8/plugins/b102_exec_used.html
./codeSpace/patched\CWE-094-author_1.py,flask_debug_true,B201,HIGH,MEDIUM,https://cwe.mitre.org/data/definitions/94.html,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",23,4,23,[23],https://bandit.readthedocs.io/en/1.7.8/plugins/b201_flask_debug_true.html
./codeSpace/patched\CWE-094-sonar_1.py,exec_used,B102,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/78.html,Use of exec detected.,12,4,34,[12],https://bandit.readthedocs.io/en/1.7.8/plugins/b102_exec_used.html
./codeSpace/patched\CWE-295-codeql_1.py,request_without_timeout,B113,MEDIUM,LOW,https://cwe.mitre.org/data/definitions/400.html,Requests call without timeout,4,11,45,[4],https://bandit.readthedocs.io/en/1.7.8/plugins/b113_request_without_timeout.html
./codeSpace/patched\CWE-326-author_1.py,blacklist,B413,HIGH,HIGH,https://cwe.mitre.org/data/definitions/327.html,The pyCrypto library and its module RSA are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,0,32,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b413-import-pycrypto
./codeSpace/patched\CWE-326-author_2.py,blacklist,B413,HIGH,HIGH,https://cwe.mitre.org/data/definitions/327.html,The pyCrypto library and its module DSA are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,0,32,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b413-import-pycrypto
./codeSpace/patched\CWE-326-author_2.py,weak_cryptographic_key,B505,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/326.html,DSA key sizes below 2048 bits are considered breakable. ,9,10,28,[9],https://bandit.readthedocs.io/en/1.7.8/plugins/b505_weak_cryptographic_key.html
./codeSpace/patched\CWE-327-codeql_2.py,ssl_with_no_version,B504,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/327.html,"ssl.wrap_socket call with no SSL/TLS protocol version specified, the default SSLv23 could be insecure, possible security issue.",14,15,36,[14],https://bandit.readthedocs.io/en/1.7.8/plugins/b504_ssl_with_no_version.html
./codeSpace/patched\CWE-502-author_1.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with pickle module.,1,0,13,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b403-import-pickle
./codeSpace/patched\CWE-502-codeql_1.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with pickle module.,1,0,13,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b403-import-pickle
./codeSpace/patched\CWE-502-codeql_1.py,blacklist,B301,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/502.html,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",7,11,32,[7],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b301-pickle
./codeSpace/patched\CWE-502-sonar_1.py,yaml_load,B506,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,13,22,62,[13],https://bandit.readthedocs.io/en/1.7.8/plugins/b506_yaml_load.html
./codeSpace/patched\CWE-611-author_1.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,7,11,37,[7],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-codeql_1.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.fromstring with its defusedxml equivalent function.,7,19,49,[7],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-sonar_2.py,blacklist,B410,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.,1,0,22,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b410-import-lxml
./codeSpace/patched\CWE-611-sonar_2.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,9,11,40,[9],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-sonar_3.py,blacklist,B410,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.,1,0,22,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b410-import-lxml
./codeSpace/patched\CWE-611-sonar_3.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,9,16,59,[9],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-sonar_4.py,blacklist,B406,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,"Using xml.sax to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.sax with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",1,0,14,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b406-import-xml-sax
./codeSpace/patched\CWE-611-sonar_4.py,blacklist,B317,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using xml.sax.make_parser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.sax.make_parser with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,9,13,34,[9],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-sax
./codeSpace/patched\CWE-643-codeql_1.py,blacklist,B410,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.,1,0,22,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b410-import-lxml
./codeSpace/patched\CWE-643-codeql_1.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,20,15,49,[20],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-643-sonar_1.py,blacklist,B405,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",2,0,34,[2],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b405-import-xml-etree
./codeSpace/patched\CWE-643-sonar_1.py,blacklist,B314,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using xml.etree.ElementTree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.parse with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,6,7,28,[6],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-elementtree
./codeSpace/patched\CWE-732-author_1.py,set_bad_file_permissions,B103,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/732.html,Chmod setting a permissive mask 0o755 on file (test.bim).,8,4,31,[8],https://bandit.readthedocs.io/en/1.7.8/plugins/b103_set_bad_file_permissions.html
./codeSpace/patched\CWE-776-codeql_1.py,blacklist,B405,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",2,0,34,[2],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b405-import-xml-etree
